นิติบุคคลจัดตั้งเดือนมิถุนายน  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
74,0105559100896,บจ.เอ็มทีบีจี จำกัด,30/6/2559," 5,000,000 ",46492,ประกอบกิจการค้า และจำหน่ายทองคำ ทุกแบบ ทุกชนิด ทุกประเภท,1-1/1 ถนนสุขุมวิท 71  แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,,
75,0105559084530,บจ.เอเชีย ยูทิลิตี้ส์ จำกัด,2/6/2559," 5,000,000 ",71103,บริการทรัพย์กรน้ำ และสาธารณูปโภค ที่เกี่ยวข้อง,988/14 ถนนพระราม 3  แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร 10120,,
76,0105559085048,บจ.แสงรวี พาร์ท เซ็นเตอร์ จำกัด,3/6/2559," 5,000,000 ",45301,ประกอบกิจการค้า จำหน่ายอะไหล่ อุปกรณ์ ของรถยนต์ รถจักรยานยนต์ ชิ้นส่วนอุปกรณ์ประดับยนต์,3333/9 ตรอกนอกเขต  แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120,,
77,0105559088772,บจ.แปซิฟิค ยูทิลิตี้ส์ จำกัด,9/6/2559," 5,000,000 ",84120,บริหารการจัดการทรัพย์กรน้ำ,1000/25 ตรอกวัดจันทร์ใน  แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120,,
78,0105559099341,บจ.ปีนันชิน แอร์ เอ็กซ์เพรส(ไทยแลนด์) จำกัด,28/6/2559," 5,000,000 ",52292,ทำการเป็นตัวแทนส่งสินค้าออกและสั่งสินค้าเข้าทุกชนิด ทำการรับจ้างบรรทุกและขนถ่ายสินค้าขึ้นหรือลงเรือ,731/33 ถนนรัชดาภิเษก  แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร 10120,,
79,0105559100519,บจ.บาย จีเวลส์ จำกัด,29/6/2559," 5,000,000 ",47732,ประกอบกิจการค้า เพชรเจียรนัยแล้ว และเครื่องประดับ,191 ชั้นที่ 3 ซอยโชคชัยจงจำเริญ ถนนพระราม3  แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร 10120,,
80,0105559090165,บจ.พี.เค.คอนโทรล อิเล็คทริคอล เพาเวอร์ จำกัด,13/6/2559," 5,000,000 ",41002,รับเหมาก่อสร้างอาคารและงานก่อสร้างอย่างอื่นทุกชนิด,181 ซอยสะแกงาม 35/3  แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,,
81,0105559091943,บจ.เอ็น.ที.พี กรุ๊ป (ประเทศไทย) จำกัด,15/6/2559," 5,000,000 ",30921,ประกอบกิจการผลิตจักรยานต่างๆ ทั้งปลีก และ ส่ง,20 ซอยบางกระดี่ 15  แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,,
82,0105559092745,บจ.ลีไทยแสง สตีล จำกัด,16/6/2559," 5,000,000 ",46695,ประกอบกิจการรับซื้อขายเศษเหล็ก ทองเหลือง สนแตนเลส ทองแดง,"176,178 ซอยเทียนทะเล 19 ถนนบางขุนเทียน-ชายทะเล  แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150",,
83,0105559094209,บจ.วากอน อีเล็คทริคฟิเคชั่น จำกัด,20/6/2559," 5,000,000 ",46599,กิจการขาย-ผลิต รับจ้าง ซ่อมบำรุง บันไดเลื่อน ลิฟท์ เครื่องทุ่นแรงทุกชนิด,43 ซอยท่าข้าม 9  แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,,
84,0105559096562,บจ.ไทยว่านเหา อสังหาริมทรัพย์ (ไทยแลนด์) จำกัด,23/6/2559," 5,000,000 ",68102,ประกอบกิจการอหังสาริมทรัพย์ ค้าที่ดิน ทำการจัดสรรที่ดิน,102/13 ซอยสุขสวัสดิ์ 26  แขวงบางมด เขตจอมทอง กรุงเทพมหานคร 10150,,
85,0105559086915,บจ.เกรท มาสเตอร์ (ประเทศไทย) จำกัด,8/6/2559," 5,000,000 ",46900,ประกอบกิจการซื้อมา-ขายไป ซึ่งสินค้าตามที่กำหนดไว้ในวัตถุที่ประสงค์,458/20 หมู่บ้านธนาภิรมย์ เพชรเกษม 69 หมู่ที่ 3  แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160,,
86,0105559087971,บจ.สร้างสรรค์อลูมิเนียม จำกัด,9/6/2559," 5,000,000 ",46621,ประกอบกิจการจำหน่ายอลูมิเนียมเส้น อุปกรณ์อลูมิเนียม,"59,61,63,65 ถนนพุทธมณฑลสาย 2  แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160",,
87,0105559089507,บจ.เดอะ นะคะระ จำกัด,10/6/2559," 5,000,000 ",93191,การให้บริการจัดการแข่งขันยิงปืนเลเซอร์ สิ่งเทียมปืน ในเขาวงกดแบบสามมิติ,563 ซอยเพชรเกษม 53  แขวงหลักสอง เขตบางแค กรุงเทพมหานคร 10160,,
88,0105559101205,บจ.ทริปเปิลบี (2016) จำกัด,30/6/2559," 5,000,000 ",68101,ซื้อ จัดหา รับ เชา  ถือกรรมสิทธิ์ ครอยครอง ปรับปรุง แก้ไข และให้จัดากรโดขประการอื่น ซึ่งทรัพย์สินใดๆ,1499 ถนนเพชรเกษม  แขวงหลักสอง เขตบางแค กรุงเทพมหานคร 10160,,
