นิติบุคคลจัดตั้งเดือนเมษายน  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
72,0105559065152,บจ.ฟาร์มพัฒนา จำกัด,25/4/2559," 5,000,000 ",68104,ประกอบกิจการให้เช่่าฟาร์ม และอุปกรณ์ทำการเกษตรทุกประเภท,555/36 อาคารเอสเอสพี ทาวเวอร์ ชั้นที่ 16 ซอยสุขุมวิท63 (เอกมัย)  แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,,
73,0105559065489,บจ.อายาน่า โฮลดิ้งส์ จำกัด,25/4/2559," 5,000,000 ",68102,ประกอบธุรกิจค้า อสังหาริมทรัพย์ การจัดหา เช่า ให้เช่า ซื้อขาย เกี่ยวกับอสังหาริมทรัพย์ทุกประเภท,140/240 อาคารอกัสตัน คอนโดมิเนียม ชั้นที่ 27 ซอยสุขุมวิท22  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,,
74,0105559066302,บจ.คลาวด์ แอสเซ็ทส์ จำกัด,26/4/2559," 5,000,000 ",68102,ประกอบกิจการ ซื้อ ขาย ให้เช่าปรับปรุงก่อสร้างและออกแบบอสังหาริมทรัพย์,142 อาคารทูแปซิฟิค เพลส ชั้นที่ 23 ถนนสุขุมวิท  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,,
75,0105559067686,บจ.กัชคลาวด์ (ประเทศไทย) จำกัด,28/4/2559," 5,000,000 ",58202,ประกอบกิจการพัฒนา ผลิตและบริการซอฟแวร์ทุกประเภท,160 ซอยสุขุมวิท 20  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,,
76,0105559067848,บจ.ดิสทริค 8 จำกัด,28/4/2559," 5,000,000 ",68201,บริการจัดการเกี่ยวกับอสังหาริมทรัพย์ทุกประเภท,39 อาคารเทอร์ตี้ไนน์ บูเลอวาร์ด ทาวเวอร์ เอส ชั้นที่ 2 ซอยสุขุมวิท33 (แดงอุดม)  แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,,
77,0105559058652,บจ.ไทย บิซ พาโนราม่า จำกัด,7/4/2559," 5,000,000 ",73101,ประกอบกิจการให้บริการด้านการโฆษณา สื่อสิ่งพิมพ์โฆษณา นิตยสาร จัดหาโฆษณา,1168/76 อาคารลุมพินีทาวเวอร์ ชั้นที่ 26 ถนนพระราม 4  แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120,,
78,0105559058164,บจ.ยูนิเวอร์แซล อินเตอร์เทรด คอร์ป จำกัด,7/4/2559," 5,000,000 ",46599,ประกอบกิจการจำหน่ายขายส่งประตูหนีไฟ บันไดหนีไฟ ประตูสวิง อะไหล่ต่างๆและอุปกรณ์ที่เกี่ยวข้อง,109/97 ซอยบางขุนเทียน 14  แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,,
79,0105559068402,บจ.อัคร บ้านและที่ดิน จำกัด,29/4/2559," 5,000,000 ",68102,ประกอบกิจการขายอาคารพร้อมที่ดิน,249/42 ถนนบางบอน 1  แขวงบางบอน เขตบางบอน กรุงเทพมหานคร 10150,,
80,0103559006201,หจ.ประกาศิต รับเหมาก่อสร้าง,25/4/2559," 5,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาริชย์ อาคารที่พักอาศัย สถานที่ทำการ,51/2 ซอยเลียบคลองภาษีเจริญฝั่งใต้3  แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160,,
81,0105559066698,บจ.มิชชั่น ซอฟต์แวร์ (ไทยแลนด์) จำกัด,27/4/2559," 5,000,000 ",46510,ประกอบกิจการจำหน่ายสินค้าและอุปกรณ์ด้านไอที และระบบ ซอฟแวร์,529/111 หมู่บ้านไลน์บางกอกบุลวาร์ด ซอย4 ถนนบางแวก  แขวงบางแวก เขตภาษีเจริญ กรุงเทพมหานคร 10160,,
82,0105559067031,บจ.เอ็ม วาย กรุ๊ป เรียล เอสเตท จำกัด,27/4/2559," 5,000,000 ",68101,ประกอบกิจการ ซื้อ ขาย จัดสรรบ้าน ที่ดิน,702 ซอยเพชรเกษม 92/1 ถนนเพชรเกษม  แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160,,
83,0105559068704,บจ.เอลิซ่า ยูนีค จำกัด,29/4/2559," 5,000,000 ",79909,ประกอบกิจการ จองที่พักโรงแรม จองตั๋วเครื่องบิน,133 ซอยเพชรเกษม 78  แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160,,
84,0105559057893,บจ.คูลลู้บ ฟลูอิด จำกัด,5/4/2559," 5,000,000 ",46691,จำหน่ายน้ำมันและเคมีในกระบวนการผลิต กระบวนการแปรรูปโลหะ และบริการหลังการขายที่เกี่ยวข้อง,23 ซอยพุทธมณฑลสาย 3 ซอย 18/4  แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,,
