นิติบุคคลจัดตั้งเดือนกรกฎาคม  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
74,0105559113190,บจ.ทีทีพี เอนเนอร์จี จำกัด,25/7/2559," 5,000,000 ",24202,ประกอบกิจการผลิต นำเข้า ส่งออก จำหน่าย อลูมิเนียมสำเร็จรูป สกรูสเตนเลส แกรนสูบ,22/154 ซอยเพชรเกษม 69  แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160,,
75,0105559103631,บจ.โมสทรัพย์ คอนสตรัคชั่น จำกัด,5/7/2559," 5,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างบ้าน อาคารสำนักงาน ถนน สะพาน อาคารโรงงาน สิ่งก่อสร้างทุกชนิด,98 ซอยบางแวก 75 ถนนบางแวก  แขวงคลองขวาง เขตภาษีเจริญ กรุงเทพมหานคร 10160,,
76,0105559106142,บจ.โชคปราณี (กัลปพฤกษ์) จำกัด,8/7/2559," 5,000,000 ",47511,จำหน่ายปลีกส่ง ผ้าทำกระเป๋า โพลีเอสเตอร์ ผ้าพีวีซี ผ้าพียู หนังเทียมผ้าฟองน้ำตาข่าย,33 ถนนกัลปพฤกษ์  แขวงบางแค เขตบางแค กรุงเทพมหานคร 10160,,
77,0105559106584,บจ.เอ ที พี โกลบอล สยาม จำกัด,11/7/2559," 5,000,000 ",46315,จำหน่ายและส่งออกข้าวสาร น้ำตาล และผลิตผลทางการเกษตรทุกชนิด,551/15 ซอยพุทธมณฑลสาย 3 ซอย 18/4  แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,,
78,0105559110956,บจ.เอ็นแอลเอ็กซ์ อินดัสทรี (ไทยแลนด์) จำกัด,21/7/2559," 5,000,000 ",46614,ประกอบกิจการ จัดเก็บสินคต้า จำหน่ายนำเข้าและส่งออกน้ำมันหล่อลื่น,54/17 หมู่ที่ 1  แขวงบางเชือกหนัง เขตตลิ่งชัน กรุงเทพมหานคร 10170,,
79,0105559112843,บจ.เบลล์ เฟลอร์ จำกัด,25/7/2559," 5,000,000 ",68104,ประกอบธุรกิจให้เช่าพื้นที่และให้บริการพื้นที่,223 ซอยทุ่งมังกร 12  แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170,,
80,0105559103445,บจ.เมเจอร์ เซ็นทรัล จำกัด,5/7/2559," 5,000,000 ",68103,ประกอบกิจการให้เช่าอาคารที่พักอาศัยหรือประกอบการค้า ให้เช่าที่จอดรถยนต์ทุกชนิด,199-201 ถนนพระสุเมรุ  แขวงตลาดยอด เขตพระนคร กรุงเทพมหานคร 10200,,
81,0105559107289,บจ.ทยชาติ จำกัด,11/7/2559," 5,000,000 ",55101,โรงแรม อพาร์ทเม้นท์,1/16 ซอยงามวงศ์วาน 43 แยก 15 ถนนงามวงศ์วาน  แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210,,
82,0105559103143,บจ.ดริ๊งค์มี ฟู้ด แอนด์ เบเวอเรจ จำกัด,4/7/2559," 5,000,000 ",46102,นำเข้า ส่งออก ขายปลีก ขายส่ง อาหาร เครื่องดื่ม,92/78 หมู่บ้านวรารมย์พรีเมียม  แขวงออเงิน เขตสายไหม กรุงเทพมหานคร 10210,,
83,0105559107513,บจ.พี.เค. แฟชั่น ดีไซน์ แฟคทอรี จำกัด,12/7/2559," 5,000,000 ",14120,ประกอบกิจการ ผลิตและจำหน่ายเสื้อผ้าสำเร็จรูปทุกชนิดและทุกประเภท,88 ซอยพหลโยธิน 54/1 แยก 4-21  แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10210,,
84,0105559114960,บจ.สไปซ์ ซินเนอจี้ จำกัด,27/7/2559," 5,000,000 ",56101,กิจการร้านอาหาร,79/164 ถนนเพิ่มสิน  แขวงออเงิน เขตสายไหม กรุงเทพมหานคร 10210,,
85,0105559105375,บจ.อาร์บี คูเรียร์ แอนด์ โลจิสติกส์ เซอร์วิส จำกัด,7/7/2559," 5,000,000 ",52292,บริการนำของออกจากท่าเรือตามพิธีศุลกากร และการจัดระวางการขนส่งทุกชนิด,118 ซอยพหลโยธิน 48 ถนนพหลโยธิน  แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220,,
86,0105559106100,บจ.ภราพัช อิเล็คโทร โมทีฟ จำกัด,8/7/2559," 5,000,000 ",45101,จำหน่ายรถกอล์ฟและอะไหล่ พร้อมบริการหลังการขาย,14 ซอยรามอินทรา 5 แยก 10  แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220,,
87,0105559106126,บจ.ภราพัช อินโนเวทีฟ จำกัด,8/7/2559," 5,000,000 ",46510,ประกอบกิจการรับออกแบบและจำหน่ายระบบเครือข่ายคอมพิวเตอร์ โปรแกรมคอมพิวเตอร์,14 ซอยรามอินทรา 5 แยก 10  แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220,,
88,0105559109176,บจ.วี เอส เอส ออโต้ (ประเทศไทย) จำกัด,14/7/2559," 5,000,000 ",45201,ประกอบกิจการซ่อมแซม บำรุงรักาา ทำความสะอาด อัดฉีด เคลือบเงา ยานพาหนะทุกชนิด,188/13 ซอยวัชรพล 1/6 ถนนวัชรพล  แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220,,
